Series,Hyp MSE,Hyp MAPE,Hyp MAE,Final MSE,Final MAPE,Final MAE,Seasonal,Win
136,0.09918874771016697,0.0029051031770262483,0.21002290716584696,0.10566093100182668,0.0029802487435493783,0.2162532827463845,True,20
137,0.05948727516283756,0.0024267978998057478,0.17574608547938728,0.05995815827993396,0.002462860058185035,0.17772981914497574,True,21
138,0.055563150022309896,0.002335210161631017,0.17029403391763712,0.05505235140882244,0.002349796149303518,0.1708642302196967,True,21
139,0.056120387635097024,0.002426348314304712,0.17548432499838473,0.0655705599104163,0.0024928740847360116,0.1803077876849518,True,20
140,0.2243960584389118,0.004511345237308698,0.3040146388483966,0.217552794338089,0.004374378755315674,0.2935674738824104,True,20
141,0.06374670422098791,0.0035571293551026756,0.18869690745393636,0.07036224247195885,0.0036237325993769957,0.1923940171691793,True,16
142,0.22920926916879863,0.005658937886405207,0.35832283411502275,0.24885584586236478,0.005854882228192063,0.3708919108719371,True,18
143,0.25878765982490337,0.004610139055875678,0.3417372100806451,0.31458768143688387,0.004764935365528969,0.3545121973118277,True,14
144,0.08724304184909223,0.002796598158436224,0.21295394018183061,0.08814060485719295,0.002803399289962272,0.213672519755502,True,20
145,7.818331127556635e-05,0.0301871865183594,0.00662644179880884,7.867319902217938e-05,0.030240008090483706,0.006637274446820092,True,35
146,7.814778994905572e-05,0.03040173649627132,0.006687755815765362,7.823836964815186e-05,0.030405192952481834,0.0066883084733899995,True,35
147,7.813353177201228e-05,0.03040013982064408,0.006687459456373483,7.811445372150825e-05,0.030391576413377912,0.006685326996696063,True,35
148,7.665308802526678e-05,0.02973525619003061,0.006596966050128229,7.665308802526678e-05,0.02973525619003061,0.006596966050128229,False,50
149,7.371626778702806e-05,0.029025639776942686,0.0064545142517122844,7.412745656318162e-05,0.02906711891371746,0.006463020793082056,False,50
150,7.22054173837847e-05,0.028786055933367062,0.00641150009014335,7.252595108080782e-05,0.02879184200648895,0.006413815482629972,False,50
151,0.04687733130475782,0.012645940146640156,0.09618547792529704,0.048469133510282605,0.012827667415351022,0.09793674487825667,True,100
152,127.51254664122828,0.04721593514699494,7.788456142128263,127.72401354584554,0.047266511945397806,7.799880970905211,True,48
153,90.85484668173092,0.037214646628335936,6.555827915032265,91.24469238912768,0.03726775217552446,6.568486189342816,True,48
154,90.84101718178242,0.03840700507666437,6.521114905849865,90.88157246247935,0.038423386408313956,6.523647502311706,True,72
155,83.3599825687467,0.03749264367875795,6.407310272917394,83.23500289243495,0.037484976412268646,6.404907319421518,True,96
156,0.001206996678610646,0.17153059137302842,0.02158178624329546,0.001206996678610646,0.17153059137302842,0.02158178624329546,True,100
157,0.0011908579937781895,0.17008366933944616,0.0214705064109043,0.0012854584433963302,0.17435297944074263,0.022102463021716298,True,100
158,0.0012457226379038373,0.17218250277750782,0.02171608549771103,0.0013887237235381453,0.1759332280038686,0.02240106298483607,True,100
159,0.0012062567934918124,0.17024753541352153,0.021555437459330737,0.001320962550198947,0.17358722316386793,0.02263002826403981,True,100
160,0.0012119069918269869,0.17117495932076504,0.02160652491213839,0.0014666281822280382,0.17464170912677304,0.023084774128824974,True,100
161,0.10684330492959493,0.1329651386740325,0.21194228298183546,0.11415195069811965,0.1338344391868787,0.21597175653414497,True,2
162,0.07390777583871802,0.07436111967939726,0.18269033359555614,0.07390777583871802,0.07436111967939726,0.18269033359555614,True,3
163,191.04993007227952,64280010387221.7,4.71960377624213,192.4804241091168,64280010387221.7,4.728442853414542,True,2
164,218.55887277333727,75357606498936.11,5.127230932515004,219.85406264463944,75357606498936.11,5.131329287956045,True,2
165,251.02658123263978,57687815358480.96,5.39828736188028,281.02528798927125,58690286060177.234,5.4704771225925795,True,2
166,192.34037880443466,79634264589821.97,5.143842880692417,190.608324584682,79634264589821.97,5.1676905378734075,True,2
167,320.0736113211102,3142221072009.4976,7.189105040776194,329.9262089569057,4104432309371.2476,7.265654859103274,True,30
168,10644.456092016906,0.21673465764321503,39.72584225395404,10667.801350461707,0.22220007336423872,39.92087419494216,True,68
169,9340.185101915551,0.22472881198074712,37.124679247055276,9341.88385524513,0.22500977667547617,37.1705721287514,True,68
170,133.5428476516745,12222662043947.059,6.006865982218095,135.99854234774745,12222662043947.059,6.061750975941117,True,37
171,133.72333479573754,12222662043947.059,6.0178978840514485,137.1965804078447,12222662043947.06,6.062804697880573,True,37
172,4085.6205821732865,0.5015996940213822,30.74018153899241,4109.877909270969,0.5043985145624366,30.88527750172533,True,72
173,0.0008250246792909962,404315371666.56,0.013316422702590116,0.0008332997388156814,404315371666.56055,0.013409002126377894,True,81
174,0.0005524292655604249,447686158352.26984,0.011806438634271107,0.0005568740834429126,447686158352.2702,0.011856778610217895,True,81
175,0.0006780145188595959,203151835139.12622,0.012259422639623718,0.0006780145188595959,203151835139.12622,0.012259422639623718,True,81
176,0.0008321153996443161,915803292750.8909,0.014863350386073119,0.0008334544223996317,915803292750.8906,0.014864571453712925,True,81
177,0.0007646065111010899,519430735011.2887,0.013030789523488795,0.0007603510107350929,519430735011.28827,0.013036273138304456,True,81
178,13.483003176591382,233544365057596.56,1.6220503467773653,15.570182086411677,234938723772732.9,1.6243623752839096,True,4
179,169.13384008998486,224961565776520.9,4.239615387562052,162.42828286119743,215954366521779.9,4.048997840518132,True,47
180,19.55638006921758,215495324953513.5,2.0585022840119187,19.526532377714336,215495324953513.5,2.05740666324508,True,3
181,2852.2005786726904,9415243516281.441,24.55564184826062,2868.4440666955816,9415243516281.441,24.612097644593494,True,78
182,24.019453786252967,0.09143808531542526,2.9790258995616394,23.6543352607726,0.09121398382336246,2.9648863841063338,True,2
183,73.42582435568374,0.07842559128306484,3.8811514992666085,198.81562280991642,0.10399614894208176,4.648629519714554,True,2
184,1604.7187966484266,0.08223967553759778,28.970589895264872,1611.1608511996806,0.08221439523703887,28.96459272472987,True,100
185,1544.4907284411024,0.1120811445122076,28.50758204563764,1572.4160705908357,0.11201503840310068,28.633167108180153,True,100
186,1156.2854637294015,0.10402056275710206,24.13237615824489,1161.144610075595,0.10389590680383684,24.139453570132083,True,100
187,2335.394745419559,0.09329659150945674,33.697068312841644,2366.3890924601205,0.09366000503486806,33.946632969515136,True,100
188,2333.367252659206,0.09327340945695625,33.68728340017483,2371.786118012839,0.09385414682314161,34.01813753765635,True,100
189,1569.4897405365095,0.07889537227978134,28.627955584982338,1569.4897405365095,0.07889537227978134,28.627955584982338,True,100
190,1562.698479035688,0.12804002425645056,28.185779361490166,1565.6399489928585,0.12796195486332587,28.18295388238581,True,100
191,1677.2805847798159,0.08891704283167963,29.45806502849313,1682.0658660192664,0.08893712356837417,29.471379054757712,True,100
192,86.42192413009471,193428300815788.06,4.584938697816298,87.79178515555397,193616735946640.4,4.595954867202482,False,50
193,89.69798922990364,226449927312073.9,4.851156727065363,89.69798922990364,226449927312073.9,4.851156727065363,True,2
194,4429.10143871469,0.15985365394703493,22.418538948120222,4425.442824730902,0.15950011504376835,22.412831400442776,True,100
195,39.01164990241752,74474358545081.56,2.320529774660466,39.01234512592255,74474358545081.56,2.320774000246843,True,2
196,49.14295541357033,95877013332267.84,2.884679051425196,106.7835987224415,89758575893276.22,3.401962697362717,True,3
197,30583.244504690403,0.02244759680039469,86.95213724442658,30819.01892124292,0.022513403707963668,87.16019460613647,True,96
198,6368.177874708097,0.009949691641188273,41.85520112235385,7305.043945785398,0.010152581344576184,42.747313455717574,True,98
199,4591.795541179596,0.00912353061441193,38.85151297790659,4591.795541179596,0.00912353061441193,38.85151297790659,True,98
200,299.4790773781281,0.002748584922681394,11.779088814442147,308.7873617464312,0.0027646120402853814,11.850986395934976,True,15
201,69092.91793850521,0.01252906596655572,105.43958860589699,73091.90141572486,0.012649223544184235,107.02902309308756,True,68
202,1220.1100155627378,0.014506751308144189,21.912411048190915,1220.4432715363757,0.014507492473523865,21.91266055605945,True,100
203,325911.34457132005,455116515988473.7,200.39899705610307,326225.07302845625,455116515988473.7,200.37265323326494,False,50
204,729.5011888082252,0.0128050560068107,19.46523710379545,731.7070451293225,0.012832643675233412,19.511945324086252,True,100
205,787.0214143977977,0.012449734252670059,18.908593513603677,787.0570967627858,0.01245001068934042,18.909071718180144,True,100
